"","refUMAP_1","refUMAP_2"
"mouse1_lib1.final_cell_0001",2.89934229850769,8.31476497650146
"mouse1_lib1.final_cell_0002",7.22196197509766,0.365704298019409
"mouse1_lib1.final_cell_0003",-7.50423574447632,11.4986343383789
"mouse1_lib1.final_cell_0005",-7.94041013717651,11.3731632232666
"mouse1_lib1.final_cell_0006",1.8291836977005,8.2145414352417
"mouse1_lib1.final_cell_0007",2.59377503395081,7.71062040328979
"mouse1_lib1.final_cell_0008",1.32918274402618,8.82357025146484
"mouse1_lib1.final_cell_0009",3.63866639137268,8.73933887481689
"mouse1_lib1.final_cell_0010",7.61754846572876,1.36091303825378
"mouse1_lib1.final_cell_0011",7.79773998260498,1.48822379112244
"mouse1_lib1.final_cell_0012",3.37669277191162,8.53623008728027
"mouse1_lib1.final_cell_0013",3.35341954231262,8.2972526550293
"mouse1_lib1.final_cell_0014",-7.7438645362854,11.6648254394531
"mouse1_lib1.final_cell_0015",-2.97515797615051,-1.82432019710541
"mouse1_lib1.final_cell_0016",7.98052453994751,1.84276914596558
"mouse1_lib1.final_cell_0017",-2.97431826591492,-1.8612607717514
"mouse1_lib1.final_cell_0019",7.81183099746704,2.15668678283691
"mouse1_lib1.final_cell_0020",7.28562116622925,0.741625726222992
"mouse1_lib1.final_cell_0021",-2.95050072669983,-1.6858503818512
"mouse1_lib1.final_cell_0022",2.05644178390503,8.0835657119751
"mouse1_lib1.final_cell_0023",-3.20747685432434,-1.61449563503265
"mouse1_lib1.final_cell_0024",-7.57302570343018,11.2325010299683
"mouse1_lib1.final_cell_0026",12.7600526809692,-10.0047931671143
"mouse1_lib1.final_cell_0027",7.23410081863403,0.749995827674866
"mouse1_lib1.final_cell_0028",7.45356702804565,1.10111308097839
"mouse1_lib1.final_cell_0029",-3.29989290237427,-1.77347993850708
"mouse1_lib1.final_cell_0030",7.3866024017334,0.961587309837341
"mouse1_lib1.final_cell_0031",7.42784452438354,1.20839321613312
"mouse1_lib1.final_cell_0032",7.22723770141602,0.5339674949646
"mouse1_lib1.final_cell_0033",-7.43904685974121,11.537633895874
"mouse1_lib1.final_cell_0034",3.15061688423157,8.29876232147217
"mouse1_lib1.final_cell_0035",2.34523010253906,7.4386100769043
"mouse1_lib1.final_cell_0036",7.5199179649353,1.18186390399933
"mouse1_lib1.final_cell_0037",8.45078468322754,3.04894661903381
"mouse1_lib1.final_cell_0038",8.20970916748047,2.64807415008545
"mouse1_lib1.final_cell_0039",-8.27847957611084,12.1508169174194
"mouse1_lib1.final_cell_0040",-3.16434097290039,-2.00970530509949
"mouse1_lib1.final_cell_0041",-2.29824137687683,-2.10940527915955
"mouse1_lib1.final_cell_0042",7.33448076248169,0.309564352035522
"mouse1_lib1.final_cell_0043",-7.74893760681152,11.1830654144287
"mouse1_lib1.final_cell_0044",12.5293283462524,-9.77221965789795
"mouse1_lib1.final_cell_0045",-3.06067728996277,-1.73419165611267
"mouse1_lib1.final_cell_0046",3.05083751678467,9.17115688323975
"mouse1_lib1.final_cell_0047",-7.37422609329224,11.7053413391113
"mouse1_lib1.final_cell_0048",8.76489925384521,3.26011300086975
"mouse1_lib1.final_cell_0049",2.02928137779236,11.19762134552
"mouse1_lib1.final_cell_0050",7.29829072952271,0.742272019386292
"mouse1_lib1.final_cell_0051",-12.3979015350342,3.19550824165344
"mouse1_lib1.final_cell_0052",-7.29668378829956,11.7110919952393
"mouse1_lib1.final_cell_0053",10.411566734314,0.293929815292358
"mouse1_lib1.final_cell_0054",7.40763902664185,0.752565562725067
"mouse1_lib1.final_cell_0055",8.89873600006104,3.11395907402039
"mouse1_lib1.final_cell_0056",-0.348671853542328,9.14220905303955
"mouse1_lib1.final_cell_0057",7.12638998031616,0.265167057514191
"mouse1_lib1.final_cell_0058",12.3896293640137,-9.62897109985352
"mouse1_lib1.final_cell_0059",7.12968492507935,0.485278069972992
"mouse1_lib1.final_cell_0060",1.10647201538086,8.97816276550293
"mouse1_lib1.final_cell_0061",0.70118522644043,8.65872955322266
"mouse1_lib1.final_cell_0062",7.59593439102173,0.895331144332886
"mouse1_lib1.final_cell_0063",7.36979866027832,0.452128827571869
"mouse1_lib1.final_cell_0064",12.6997852325439,-9.94383335113525
"mouse1_lib1.final_cell_0065",3.01224279403687,7.69976234436035
"mouse1_lib1.final_cell_0066",2.99366974830627,8.43000602722168
"mouse1_lib1.final_cell_0067",7.18594264984131,0.471955746412277
"mouse1_lib1.final_cell_0068",3.28278946876526,9.48105144500732
"mouse1_lib1.final_cell_0069",12.5555362701416,-9.79982376098633
"mouse1_lib1.final_cell_0070",7.23171997070312,0.352434784173965
"mouse1_lib1.final_cell_0071",-2.93371319770813,-1.5982973575592
"mouse1_lib1.final_cell_0072",0.111706271767616,8.64420318603516
"mouse1_lib1.final_cell_0073",12.4370822906494,-9.68319320678711
"mouse1_lib1.final_cell_0074",-7.9095983505249,10.7179698944092
"mouse1_lib1.final_cell_0075",4.03008079528809,8.66198444366455
"mouse1_lib1.final_cell_0076",7.81890535354614,2.68253374099731
"mouse1_lib1.final_cell_0077",3.19965004920959,8.56460666656494
"mouse1_lib1.final_cell_0078",7.3896336555481,0.40071564912796
"mouse1_lib1.final_cell_0080",-7.23960256576538,12.22385597229
"mouse1_lib1.final_cell_0081",8.30403995513916,2.21799349784851
"mouse1_lib1.final_cell_0082",7.57139730453491,1.3155015707016
"mouse1_lib1.final_cell_0083",-7.71850490570068,11.3461256027222
"mouse1_lib1.final_cell_0084",-11.8577499389648,3.92291140556335
"mouse1_lib1.final_cell_0085",8.03676605224609,2.60858511924744
"mouse1_lib1.final_cell_0086",-3.35302877426147,-1.51534187793732
"mouse1_lib1.final_cell_0087",7.42112112045288,2.07918119430542
"mouse1_lib1.final_cell_0088",7.16129446029663,0.379912227392197
"mouse1_lib1.final_cell_0089",2.60669684410095,7.41102600097656
"mouse1_lib1.final_cell_0090",7.43758296966553,0.793463885784149
"mouse1_lib1.final_cell_0091",-7.70983457565308,11.0648031234741
"mouse1_lib1.final_cell_0092",12.737343788147,-9.98186016082764
