"","UMAP_1","UMAP_2"
"mouse1_lib1.final_cell_0001",-10.3226526175478,3.73520092613279
"mouse1_lib1.final_cell_0002",10.363466462042,-12.6722011124414
"mouse1_lib1.final_cell_0003",5.34568234338967,0.870493873425116
"mouse1_lib1.final_cell_0005",5.5592844094297,0.573907836742987
"mouse1_lib1.final_cell_0006",-10.2352922354678,3.8046496356207
"mouse1_lib1.final_cell_0007",-9.81181696996483,3.60204772598325
"mouse1_lib1.final_cell_0008",-10.6151006613711,3.25491170532285
"mouse1_lib1.final_cell_0009",-9.32462576970848,3.45291237480222
"mouse1_lib1.final_cell_0010",10.2177335824033,-11.2427329575342
"mouse1_lib1.final_cell_0011",9.05367203607765,-11.5527476822656
"mouse1_lib1.final_cell_0012",-10.0371225272158,-2.32870264404238
"mouse1_lib1.final_cell_0013",-10.1955097113589,1.67278568393766
"mouse1_lib1.final_cell_0014",5.27039452448097,0.898785098858466
"mouse1_lib1.final_cell_0015",-4.45254544362816,-0.355767563514123
"mouse1_lib1.final_cell_0016",8.75834484949318,-10.4131536042017
"mouse1_lib1.final_cell_0017",-4.29519442662987,-0.219262913398156
"mouse1_lib1.final_cell_0019",8.39411707773415,-11.0707234894556
"mouse1_lib1.final_cell_0020",9.79323597803322,-11.9587478195948
"mouse1_lib1.final_cell_0021",-4.57088402852806,-1.41806717269839
"mouse1_lib1.final_cell_0022",-10.2007625494936,3.76058988220273
"mouse1_lib1.final_cell_0023",-4.42058543309959,-0.617172375850091
"mouse1_lib1.final_cell_0024",5.0769435967466,1.14594720251142
"mouse1_lib1.final_cell_0026",17.6813795174619,12.5020838225561
"mouse1_lib1.final_cell_0027",10.0176393593809,-12.4615230118555
"mouse1_lib1.final_cell_0028",10.3893396462461,-11.118702844314
"mouse1_lib1.final_cell_0029",-4.48001221761497,-0.320581153563867
"mouse1_lib1.final_cell_0030",8.9970981682798,-10.8366908585352
"mouse1_lib1.final_cell_0031",8.22043152704445,-10.824552491836
"mouse1_lib1.final_cell_0032",10.1374837960264,-12.5224141632837
"mouse1_lib1.final_cell_0033",3.01433964624611,5.05000166542112
"mouse1_lib1.final_cell_0034",-9.68412760839256,-3.19423480384768
"mouse1_lib1.final_cell_0035",-9.73130683049949,-4.08991666191042
"mouse1_lib1.final_cell_0036",9.95575066461769,-11.5922021424097
"mouse1_lib1.final_cell_0037",8.35198183908669,-10.8611459290308
"mouse1_lib1.final_cell_0038",8.53014250650612,-10.4041795288843
"mouse1_lib1.final_cell_0039",5.20197411432472,-0.492951408557306
"mouse1_lib1.final_cell_0040",-4.21685532674583,-0.431441978148828
"mouse1_lib1.final_cell_0041",-4.40837124929222,-1.35238893382968
"mouse1_lib1.final_cell_0042",10.5807659234068,-11.9057635819239
"mouse1_lib1.final_cell_0043",5.24021502390114,0.957577391930213
"mouse1_lib1.final_cell_0044",17.2462980355283,12.4520159209448
"mouse1_lib1.final_cell_0045",-4.50872258291038,-0.498711780242334
"mouse1_lib1.final_cell_0046",-9.00091151342186,-2.63716407173098
"mouse1_lib1.final_cell_0047",-7.66139868840965,-2.54061026924075
"mouse1_lib1.final_cell_0048",8.19488736047951,-10.5888957535547
"mouse1_lib1.final_cell_0049",-9.79094294652733,-3.09915371292056
"mouse1_lib1.final_cell_0050",8.93427868738381,-11.4723147904199
"mouse1_lib1.final_cell_0051",2.99042602434364,5.18431334144651
"mouse1_lib1.final_cell_0052",-9.57722834691795,-2.93340916984499
"mouse1_lib1.final_cell_0053",7.73590203180519,-10.8042220627588
"mouse1_lib1.final_cell_0054",8.67598267450539,-11.2645730530542
"mouse1_lib1.final_cell_0055",8.06946345224587,-10.5800656830591
"mouse1_lib1.final_cell_0056",-8.00199107274803,-2.41989488952578
"mouse1_lib1.final_cell_0057",10.5949213112852,-10.4748992478174
"mouse1_lib1.final_cell_0058",17.6894437874815,12.1920319045263
"mouse1_lib1.final_cell_0059",11.1672994698545,-12.5269002472681
"mouse1_lib1.final_cell_0060",-8.40805415258201,-2.75162024848879
"mouse1_lib1.final_cell_0061",-4.50185422048363,-1.44599540584506
"mouse1_lib1.final_cell_0062",8.71795388117043,-11.4159802948755
"mouse1_lib1.final_cell_0063",10.9092132653257,-12.2538671051782
"mouse1_lib1.final_cell_0064",17.3080770577451,12.9141159499365
"mouse1_lib1.final_cell_0065",-9.8766582404116,-3.82441420906008
"mouse1_lib1.final_cell_0066",-9.9234226141909,-3.18265219085635
"mouse1_lib1.final_cell_0067",10.6339752282163,-10.4482202088159
"mouse1_lib1.final_cell_0068",-9.75305537328514,-4.25203175895632
"mouse1_lib1.final_cell_0069",17.5874960030576,12.5952272856909
"mouse1_lib1.final_cell_0070",11.3697273339292,-12.4953670059961
"mouse1_lib1.final_cell_0071",-5.44253377065452,-0.39266695135058
"mouse1_lib1.final_cell_0072",-4.12229279622825,-1.38435597770632
"mouse1_lib1.final_cell_0073",17.4199449624082,12.6536426985937
"mouse1_lib1.final_cell_0074",-8.34686450109276,-3.86934132926882
"mouse1_lib1.final_cell_0075",-9.56450156316551,-2.46426458709658
"mouse1_lib1.final_cell_0076",8.74141426935402,-10.6883363282007
"mouse1_lib1.final_cell_0077",-9.66006831273826,-2.98602242820681
"mouse1_lib1.final_cell_0078",8.93009396448342,-11.3253840958399
"mouse1_lib1.final_cell_0080",-8.31474570379051,-2.18505068176211
"mouse1_lib1.final_cell_0081",8.19600840463844,-10.6727532898706
"mouse1_lib1.final_cell_0082",10.5125400628111,-10.7340259110254
"mouse1_lib1.final_cell_0083",5.03630228891579,1.25429658538877
"mouse1_lib1.final_cell_0084",3.72966762438027,6.86840443260251
"mouse1_lib1.final_cell_0085",8.81174107446877,-10.3977145706934
"mouse1_lib1.final_cell_0086",-4.88102702245506,-0.439908221892724
"mouse1_lib1.final_cell_0087",10.5347005929014,-10.590590432815
"mouse1_lib1.final_cell_0088",10.527718743231,-10.733337358169
"mouse1_lib1.final_cell_0089",-9.57584647283348,-4.00822873466433
"mouse1_lib1.final_cell_0090",10.2972576226255,-12.3849429642481
"mouse1_lib1.final_cell_0091",5.41023512735573,1.08331011182844
"mouse1_lib1.final_cell_0092",17.6910745705625,12.8327532256323
"mouse1_lib1.final_cell_0093",-9.19386271581444,-3.88664431922854
"mouse1_lib1.final_cell_0094",-4.10684327230247,-1.30288942211093
"mouse1_lib1.final_cell_0095",10.6457426156065,-11.8657989060205
"mouse1_lib1.final_cell_0096",4.8847295846006,1.08316920644819
"mouse1_lib1.final_cell_0097",-9.56080893621239,-3.39140029304446
