"","UMAP_1","UMAP_2"
"mouse1_lib1.final_cell_0001",-9.18171055251194,3.73974532356206
"mouse1_lib1.final_cell_0002",2.81816225117611,-13.1210761619573
"mouse1_lib1.final_cell_0003",-4.27978451186253,-5.56707292327937
"mouse1_lib1.final_cell_0004",17.1296669728176,-3.05372505912837
"mouse1_lib1.final_cell_0005",-4.50705845290257,-5.92853599319514
"mouse1_lib1.final_cell_0006",-9.05524570876194,3.80119270553533
"mouse1_lib1.final_cell_0007",-8.68499405318333,4.34232396354619
"mouse1_lib1.final_cell_0008",-9.48875935011936,4.14800590743962
"mouse1_lib1.final_cell_0009",-8.342445682822,4.76115698089543
"mouse1_lib1.final_cell_0010",4.7635318524258,-13.2234759880072
"mouse1_lib1.final_cell_0011",5.33986847466396,-13.5748143745428
"mouse1_lib1.final_cell_0012",-8.50330002242161,3.18951100578252
"mouse1_lib1.final_cell_0013",-9.45952160292698,5.66498226394597
"mouse1_lib1.final_cell_0014",-4.00962669783665,-5.45216613540706
"mouse1_lib1.final_cell_0015",-3.30859167510105,4.74367756118718
"mouse1_lib1.final_cell_0016",5.44971721238064,-14.2031713081365
"mouse1_lib1.final_cell_0017",-3.13014156752659,4.85631078948918
"mouse1_lib1.final_cell_0018",17.3224274403469,-3.93738418350276
"mouse1_lib1.final_cell_0019",5.93847053116726,-14.072888906098
"mouse1_lib1.final_cell_0020",3.78454678124355,-13.2739635063177
"mouse1_lib1.final_cell_0021",-3.0081589930637,3.77444357147161
"mouse1_lib1.final_cell_0022",-9.12816173964573,3.71270412673894
"mouse1_lib1.final_cell_0023",-3.26228744917942,4.71820015182439
"mouse1_lib1.final_cell_0024",-3.93029339247776,-5.33458667526301
"mouse1_lib1.final_cell_0025",16.88218181199,-3.92459541091975
"mouse1_lib1.final_cell_0026",19.8530651814358,5.50433773269597
"mouse1_lib1.final_cell_0027",3.26168971127438,-13.1459193778997
"mouse1_lib1.final_cell_0028",4.3118876702206,-12.7786260200506
"mouse1_lib1.final_cell_0029",-3.23323996001316,4.72813171615544
"mouse1_lib1.final_cell_0030",5.34573690956997,-14.1983628822332
"mouse1_lib1.final_cell_0031",6.01275365418362,-14.0165248466497
"mouse1_lib1.final_cell_0032",3.06026666230129,-13.0563502861029
"mouse1_lib1.final_cell_0033",6.53017299240993,-1.22181432972011
